request_id,first_release_ns,last_release_ns,last_flow_end_ns,collective_elapsed_ns,arrival_span_ns,tail_after_last_release_ns,source,simulator_commit,topology_hash
iter55:pp3:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1105:rel-829f5273926a,0,790550,255165399,255165399,790550,254374849,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp4:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1107:rel-77c8c73fc956,0,46232,245399817,245399817,46232,245353585,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp4:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1109:rel-c70223e2b6b7,0,450524,229412835,229412835,450524,228962311,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp4:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1111:rel-58b33f6f2575,0,388816,249160230,249160230,388816,248771414,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp4:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1113:rel-e67f9f67a293,0,1903185,249006819,249006819,1903185,247103634,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp4:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1115:rel-936c215fab74,0,68270,256967102,256967102,68270,256898832,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp4:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1117:rel-e55d5ece25fe,0,229393,249334095,249334095,229393,249104702,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp4:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1119:rel-471c9b77ddf5,0,496644,228022558,228022558,496644,227525914,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp4:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1121:rel-f5a6ac27ea88,0,33116,264282099,264282099,33116,264248983,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp5:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1123:rel-933bd5a3ebea,0,219139,230920825,230920825,219139,230701686,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp5:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1125:rel-a237cac76a9e,0,340689,248612869,248612869,340689,248272180,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp5:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1127:rel-e53d5db49ca7,0,73725,253048075,253048075,73725,252974350,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp5:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1129:rel-9c7f8d60da35,0,448066,255106329,255106329,448066,254658263,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp5:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1131:rel-b0a1e6db3da3,0,127816,248772780,248772780,127816,248644964,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp5:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1133:rel-7be2df09c0c0,0,143421,254160345,254160345,143421,254016924,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp5:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1135:rel-6837080682fb,0,510969,250159691,250159691,510969,249648722,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp5:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1137:rel-767db1c7b6a8,0,310641,263221875,263221875,310641,262911234,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp6:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1139:rel-d42e4641fe01,0,104296,264072818,264072818,104296,263968522,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp6:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1141:rel-caeacd8507d6,0,215634,255177697,255177697,215634,254962063,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp6:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1143:rel-212addbdedeb,0,122920,259880840,259880840,122920,259757920,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp6:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1145:rel-d0ba55d64eff,0,120522,254237303,254237303,120522,254116781,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp6:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1147:rel-f28a67947d09,0,194893,249761437,249761437,194893,249566544,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp6:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1149:rel-5d2987245d88,0,77553,249329662,249329662,77553,249252109,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp6:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1151:rel-085389c3d4ba,0,15676,242256402,242256402,15676,242240726,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp6:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1153:rel-f8c916bf3ec3,0,399845,263691977,263691977,399845,263292132,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp7:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1155:rel-2e4af2f3c93b,0,104974,248054517,248054517,104974,247949543,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp7:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1157:rel-71a3e28ae089,0,87599,251518623,251518623,87599,251431024,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp7:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1159:rel-c0d0c5ab995a,0,338836,254150735,254150735,338836,253811899,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp7:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1161:rel-2cb32d32daef,0,451717,247251439,247251439,451717,246799722,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp7:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1163:rel-43169635438b,0,51531,240198038,240198038,51531,240146507,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp7:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1165:rel-e16dbd0d1905,0,142044,259167404,259167404,142044,259025360,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp7:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1167:rel-43e529d78656,0,275715,251095159,251095159,275715,250819444,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp7:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1169:rel-eab29ccfadb9,0,562301,255293437,255293437,562301,254731136,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp8:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1171:rel-129acb94824d,0,126197,264052312,264052312,126197,263926115,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp8:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1173:rel-430b9b7a3149,0,604,249030743,249030743,604,249030139,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp8:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1175:rel-dd295fa17aa5,0,252794,256984266,256984266,252794,256731472,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp8:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1177:rel-1f65ad8986ac,0,344836,254762544,254762544,344836,254417708,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp8:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1179:rel-a3347ebb717e,0,220496,254531338,254531338,220496,254310842,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp8:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1181:rel-c3d9fa598103,0,61430,254125521,254125521,61430,254064091,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp8:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1183:rel-42e4e0c64f27,0,320406,253574780,253574780,320406,253254374,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp8:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1185:rel-ccf8f95d9bc5,0,606197,257773429,257773429,606197,257167232,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp9:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1187:rel-cafc69c761e6,0,363425,253998964,253998964,363425,253635539,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp9:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1189:rel-850945dd71f3,0,228082,254899450,254899450,228082,254671368,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp9:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1191:rel-5bf5a54b88d7,0,63318,254593627,254593627,63318,254530309,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp9:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1193:rel-adf283698972,0,382691,246496341,246496341,382691,246113650,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp9:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1195:rel-f7fd828ac545,0,178772,250326926,250326926,178772,250148154,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp9:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1197:rel-d0d89fc26d7e,0,176507,260069437,260069437,176507,259892930,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp9:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1199:rel-9089097ad7f2,0,6579,222868109,222868109,6579,222861530,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp9:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1201:rel-c510da4f61d2,0,142231,254549601,254549601,142231,254407370,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp10:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1203:rel-fc82fef2dcf3,0,676830,234456206,234456206,676830,233779376,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp10:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1205:rel-5cedb4b8a17e,0,120741,250756372,250756372,120741,250635631,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp10:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1207:rel-196b5391d734,0,128498,247190200,247190200,128498,247061702,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp10:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1209:rel-2d659a256cb7,0,285550,268157628,268157628,285550,267872078,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp10:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1211:rel-c052821f624b,0,395343,249197289,249197289,395343,248801946,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp10:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1213:rel-2273957fa578,0,187673,249828663,249828663,187673,249640990,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp10:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1215:rel-6a889b613c61,0,19666,247629152,247629152,19666,247609486,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp10:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1217:rel-e6e6d58467d5,0,350639,248780422,248780422,350639,248429783,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp11:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1219:rel-0e021fe6ee9a,0,263489,262608805,262608805,263489,262345316,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp11:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1221:rel-472d047eb652,0,18731,250704275,250704275,18731,250685544,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp11:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1223:rel-d7d72beb017b,0,151695,257570806,257570806,151695,257419111,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp11:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1225:rel-85f206a67b4e,0,484453,254358518,254358518,484453,253874065,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp11:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1227:rel-7dc47a22a2db,0,220734,251908164,251908164,220734,251687430,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp11:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1229:rel-ce0db716bc7d,0,32974,252485999,252485999,32974,252453025,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp11:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1231:rel-9d5a7ec41342,0,164590,255137702,255137702,164590,254973112,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp11:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1233:rel-3aefa0c2bf46,0,192867,254902037,254902037,192867,254709170,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp12:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1235:rel-245e50756b3a,0,37737,250166375,250166375,37737,250128638,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp12:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1237:rel-cdda7e0cf38f,0,154148,250701171,250701171,154148,250547023,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp12:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1239:rel-6ab93a9269fd,0,278011,254918732,254918732,278011,254640721,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp12:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1241:rel-8757e60466a9,0,99089,254479853,254479853,99089,254380764,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp12:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1243:rel-6e463d9bc3ce,0,632601,250291970,250291970,632601,249659369,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp12:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1245:rel-c442e582575a,0,179622,252322710,252322710,179622,252143088,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp12:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1247:rel-3e115e9afe84,0,68194,248795992,248795992,68194,248727798,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp12:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1249:rel-6950408ec25b,0,832477,248840201,248840201,832477,248007724,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp13:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1251:rel-8145c37bb450,0,211773,258705074,258705074,211773,258493301,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp13:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1253:rel-6b0a73685f01,0,156598,271680033,271680033,156598,271523435,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp13:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1255:rel-3d0eafd1ee24,0,291858,235481356,235481356,291858,235189498,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp13:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1257:rel-79ddbd615254,0,192410,252914530,252914530,192410,252722120,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp13:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1259:rel-347ea51e4b4d,0,426034,270611729,270611729,426034,270185695,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp13:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1261:rel-327f9ee8aec6,0,137311,249617933,249617933,137311,249480622,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp13:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1263:rel-7dba9269df84,0,289435,252260262,252260262,289435,251970827,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp13:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1265:rel-7b403b21ec6e,0,58293,242917705,242917705,58293,242859412,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp14:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1267:rel-eefb8c47044f,0,1896092,264772590,264772590,1896092,262876498,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp14:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1269:rel-17b2ba6d5fcb,0,1378718,242738768,242738768,1378718,241360050,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp14:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1271:rel-51e930d510d3,0,698903,254749762,254749762,698903,254050859,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp14:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1273:rel-06c954babf1f,0,1447532,250346628,250346628,1447532,248899096,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp14:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1275:rel-df26f87ba383,0,119284,247886219,247886219,119284,247766935,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp14:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1277:rel-5fbaaf726551,0,57727,263760925,263760925,57727,263703198,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp14:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1279:rel-1523af828828,0,207253,256454419,256454419,207253,256247166,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp14:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1281:rel-ebb5f51064b2,0,374858,242592891,242592891,374858,242218033,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp15:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1283:rel-09896496ae3d,0,57223,126929048,126929048,57223,126871825,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp15:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1285:rel-d1af7eb44362,0,38928,126088732,126088732,38928,126049804,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp15:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1287:rel-966b544b1d84,0,357961,124972316,124972316,357961,124614355,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp15:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1289:rel-84e84bf9f9a7,0,98267,122491115,122491115,98267,122392848,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp15:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1291:rel-68b097a0d568,0,307123,123302947,123302947,307123,122995824,mock_oisa_scale_1.2,mock,mock-target-cluster
