round,kind,end_ns,rank,start_ns,group_ready_ns,group_first_start_ns,observed_ranks,iteration,service_ns,pp_stage,group_size,group_key,group_end_ns,completion_advance_ns,behavior,arrival_wait_ns,payload_bytes,dependency,dependency_lag_ns,service_scale,predicted_start_ns,predicted_group_ready_ns,predicted_service_ns,predicted_group_end_ns,predicted_completion_advance_ns,predicted_end_ns
0,dp_ag0,1785477765038646083,11,1785477765026058723,1785477765026886772,1785477765026058723,16,55,11780520,0,16,dp_param_allgather:pg=1,1785477765038667292,21209,dp_param_allgather,828049,148986880,world_rs_done,29382466,1.0,1785477763358453380,1785477763359281429,11780520,1785477763371061949,21209,1785477763371040740
0,dp_ag0,1785477765038649739,12,1785477765026221855,1785477765026886772,1785477765026058723,16,55,11780520,0,16,dp_param_allgather:pg=1,1785477765038667292,17553,dp_param_allgather,664917,148986880,world_rs_done,29545598,1.0,1785477763358616512,1785477763359281429,11780520,1785477763371061949,17553,1785477763371044396
0,dp_ag0,1785477765038605768,13,1785477765026494659,1785477765026886772,1785477765026058723,16,55,11780520,0,16,dp_param_allgather:pg=1,1785477765038667292,61524,dp_param_allgather,392113,148986880,world_rs_done,29818402,1.0,1785477763358889316,1785477763359281429,11780520,1785477763371061949,61524,1785477763371000425
0,dp_ag0,1785477765038651383,14,1785477765026511418,1785477765026886772,1785477765026058723,16,55,11780520,0,16,dp_param_allgather:pg=1,1785477765038667292,15909,dp_param_allgather,375354,148986880,world_rs_done,29835161,1.0,1785477763358906075,1785477763359281429,11780520,1785477763371061949,15909,1785477763371046040
0,dp_ag0,1785477765038647609,15,1785477765026886772,1785477765026886772,1785477765026058723,16,55,11780520,0,16,dp_param_allgather:pg=1,1785477765038667292,19683,dp_param_allgather,0,148986880,world_rs_done,30210515,1.0,1785477763359281429,1785477763359281429,11780520,1785477763371061949,19683,1785477763371042266
1,dp_ag1,1785477765089457742,0,1785477765074848184,1785477765077909588,1785477765074595964,16,55,11548154,0,16,dp_param_allgather:pg=1,1785477765089457742,0,dp_param_allgather,3061404,148986880,same_rank_edp_ag0,22630339,1.0,1785477763407242841,1785477763410304245,11548154,1785477763421852399,0,1785477763421852399
1,dp_ag1,1785477765089456755,1,1785477765075717434,1785477765077909588,1785477765074595964,16,55,11548154,0,16,dp_param_allgather:pg=1,1785477765089457742,987,dp_param_allgather,2192154,148986880,same_rank_edp_ag0,22343911,1.0,1785477763408112091,1785477763410304245,11548154,1785477763421852399,987,1785477763421851412
1,dp_ag1,1785477765089417944,2,1785477765075102936,1785477765077909588,1785477765074595964,16,55,11548154,0,16,dp_param_allgather:pg=1,1785477765089457742,39798,dp_param_allgather,2806652,148986880,same_rank_edp_ag0,22719395,1.0,1785477763407497593,1785477763410304245,11548154,1785477763421852399,39798,1785477763421812601
1,dp_ag1,1785477765089457467,3,1785477765074595964,1785477765077909588,1785477765074595964,16,55,11548154,0,16,dp_param_allgather:pg=1,1785477765089457742,275,dp_param_allgather,3313624,148986880,same_rank_edp_ag0,22718616,1.0,1785477763406990621,1785477763410304245,11548154,1785477763421852399,275,1785477763421852124
1,dp_ag1,1785477765089456171,4,1785477765076950183,1785477765077909588,1785477765074595964,16,55,11548154,0,16,dp_param_allgather:pg=1,1785477765089457742,1571,dp_param_allgather,959405,148986880,same_rank_edp_ag0,22593330,1.0,1785477763409344840,1785477763410304245,11548154,1785477763421852399,1571,1785477763421850828
1,dp_ag1,1785477765089451716,5,1785477765075109231,1785477765077909588,1785477765074595964,16,55,11548154,0,16,dp_param_allgather:pg=1,1785477765089457742,6026,dp_param_allgather,2800357,148986880,same_rank_edp_ag0,22662870,1.0,1785477763407503888,1785477763410304245,11548154,1785477763421852399,6026,1785477763421846373
1,dp_ag1,1785477765089409813,6,1785477765075817595,1785477765077909588,1785477765074595964,16,55,11548154,0,16,dp_param_allgather:pg=1,1785477765089457742,47929,dp_param_allgather,2091993,148986880,same_rank_edp_ag0,22576176,1.0,1785477763408212252,1785477763410304245,11548154,1785477763421852399,47929,1785477763421804470
1,dp_ag1,1785477765089441983,7,1785477765074873418,1785477765077909588,1785477765074595964,16,55,11548154,0,16,dp_param_allgather:pg=1,1785477765089457742,15759,dp_param_allgather,3036170,148986880,same_rank_edp_ag0,22621150,1.0,1785477763407268075,1785477763410304245,11548154,1785477763421852399,15759,1785477763421836640
1,dp_ag1,1785477765089435228,8,1785477765075674084,1785477765077909588,1785477765074595964,16,55,11548154,0,16,dp_param_allgather:pg=1,1785477765089457742,22514,dp_param_allgather,2235504,148986880,same_rank_edp_ag0,23451482,1.0,1785477763408068741,1785477763410304245,11548154,1785477763421852399,22514,1785477763421829885
1,dp_ag1,1785477765089431502,9,1785477765077022722,1785477765077909588,1785477765074595964,16,55,11548154,0,16,dp_param_allgather:pg=1,1785477765089457742,26240,dp_param_allgather,886866,148986880,same_rank_edp_ag0,23637236,1.0,1785477763409417379,1785477763410304245,11548154,1785477763421852399,26240,1785477763421826159
1,dp_ag1,1785477765089442887,10,1785477765076162970,1785477765077909588,1785477765074595964,16,55,11548154,0,16,dp_param_allgather:pg=1,1785477765089457742,14855,dp_param_allgather,1746618,148986880,same_rank_edp_ag0,23803866,1.0,1785477763408557627,1785477763410304245,11548154,1785477763421852399,14855,1785477763421837544
1,dp_ag1,1785477765089430803,11,1785477765075490839,1785477765077909588,1785477765074595964,16,55,11548154,0,16,dp_param_allgather:pg=1,1785477765089457742,26939,dp_param_allgather,2418749,148986880,same_rank_edp_ag0,23612154,1.0,1785477763407885496,1785477763410304245,11548154,1785477763421852399,26939,1785477763421825460
1,dp_ag1,1785477765089442866,12,1785477765077909588,1785477765077909588,1785477765074595964,16,55,11548154,0,16,dp_param_allgather:pg=1,1785477765089457742,14876,dp_param_allgather,0,148986880,same_rank_edp_ag0,23552704,1.0,1785477763410304245,1785477763410304245,11548154,1785477763421852399,14876,1785477763421837523
1,dp_ag1,1785477765089395289,13,1785477765075970337,1785477765077909588,1785477765074595964,16,55,11548154,0,16,dp_param_allgather:pg=1,1785477765089457742,62453,dp_param_allgather,1939251,148986880,same_rank_edp_ag0,23517936,1.0,1785477763408364994,1785477763410304245,11548154,1785477763421852399,62453,1785477763421789946
1,dp_ag1,1785477765089440332,14,1785477765076841445,1785477765077909588,1785477765074595964,16,55,11548154,0,16,dp_param_allgather:pg=1,1785477765089457742,17410,dp_param_allgather,1068143,148986880,same_rank_edp_ag0,23599808,1.0,1785477763409236102,1785477763410304245,11548154,1785477763421852399,17410,1785477763421834989
1,dp_ag1,1785477765089442970,15,1785477765075871807,1785477765077909588,1785477765074595964,16,55,11548154,0,16,dp_param_allgather:pg=1,1785477765089457742,14772,dp_param_allgather,2037781,148986880,same_rank_edp_ag0,23621515,1.0,1785477763408266464,1785477763410304245,11548154,1785477763421852399,14772,1785477763421837627
0,dp_rs,1785477764935174221,0,1785477764789544563,1785477764911530568,1785477764788594100,16,55,23683428,0,16,dp_grad_reduce_scatter:pg=1,1785477764935213996,39775,dp_grad_reduce_scatter,121986005,4767580160,pp_frontier,0,1.0,1785477763078413982,1785477763243925225,23683428,1785477763267608653,39775,1785477763267568878
0,dp_rs,1785477764935153805,1,1785477764789733123,1785477764911530568,1785477764788594100,16,55,23683428,0,16,dp_grad_reduce_scatter:pg=1,1785477764935213996,60191,dp_grad_reduce_scatter,121797445,4767580160,pp_frontier,0,1.0,1785477763073520384,1785477763243925225,23683428,1785477763267608653,60191,1785477763267548462
0,dp_rs,1785477764935152670,2,1785477764789367105,1785477764911530568,1785477764788594100,16,55,23683428,0,16,dp_grad_reduce_scatter:pg=1,1785477764935213996,61326,dp_grad_reduce_scatter,122163463,4767580160,pp_frontier,0,1.0,1785477763081390035,1785477763243925225,23683428,1785477763267608653,61326,1785477763267547327
0,dp_rs,1785477764935160255,3,1785477764789484959,1785477764911530568,1785477764788594100,16,55,23683428,0,16,dp_grad_reduce_scatter:pg=1,1785477764935213996,53741,dp_grad_reduce_scatter,122045609,4767580160,pp_frontier,0,1.0,1785477763080084935,1785477763243925225,23683428,1785477763267608653,53741,1785477763267554912
0,dp_rs,1785477764935163788,4,1785477764788715384,1785477764911530568,1785477764788594100,16,55,23683428,0,16,dp_grad_reduce_scatter:pg=1,1785477764935213996,50208,dp_grad_reduce_scatter,122815184,4767580160,pp_frontier,0,1.0,1785477763086398120,1785477763243925225,23683428,1785477763267608653,50208,1785477763267558445
0,dp_rs,1785477764935213996,5,1785477764788594100,1785477764911530568,1785477764788594100,16,55,23683428,0,16,dp_grad_reduce_scatter:pg=1,1785477764935213996,0,dp_grad_reduce_scatter,122936468,4767580160,pp_frontier,0,1.0,1785477763088528490,1785477763243925225,23683428,1785477763267608653,0,1785477763267608653
0,dp_rs,1785477764935092758,6,1785477764789040579,1785477764911530568,1785477764788594100,16,55,23683428,0,16,dp_grad_reduce_scatter:pg=1,1785477764935213996,121238,dp_grad_reduce_scatter,122489989,4767580160,pp_frontier,0,1.0,1785477763076532274,1785477763243925225,23683428,1785477763267608653,121238,1785477763267487415
0,dp_rs,1785477764935157988,7,1785477764788968258,1785477764911530568,1785477764788594100,16,55,23683428,0,16,dp_grad_reduce_scatter:pg=1,1785477764935213996,56008,dp_grad_reduce_scatter,122562310,4767580160,pp_frontier,0,1.0,1785477763073851103,1785477763243925225,23683428,1785477763267608653,56008,1785477763267552645
0,dp_rs,1785477764935181073,8,1785477764911105030,1785477764911530568,1785477764788594100,16,55,23683428,0,16,dp_grad_reduce_scatter:pg=1,1785477764935213996,32923,dp_grad_reduce_scatter,425538,4767580160,pp_frontier,0,1.0,1785477763221594981,1785477763243925225,23683428,1785477763267608653,32923,1785477763267575730
0,dp_rs,1785477764935190469,9,1785477764910654349,1785477764911530568,1785477764788594100,16,55,23683428,0,16,dp_grad_reduce_scatter:pg=1,1785477764935213996,23527,dp_grad_reduce_scatter,876219,4767580160,pp_frontier,0,1.0,1785477763243925225,1785477763243925225,23683428,1785477763267608653,23527,1785477763267585126
0,dp_rs,1785477764935176779,10,1785477764909791349,1785477764911530568,1785477764788594100,16,55,23683428,0,16,dp_grad_reduce_scatter:pg=1,1785477764935213996,37217,dp_grad_reduce_scatter,1739219,4767580160,pp_frontier,0,1.0,1785477763241907259,1785477763243925225,23683428,1785477763267608653,37217,1785477763267571436
0,dp_rs,1785477764935192316,11,1785477764910284837,1785477764911530568,1785477764788594100,16,55,23683428,0,16,dp_grad_reduce_scatter:pg=1,1785477764935213996,21680,dp_grad_reduce_scatter,1245731,4767580160,pp_frontier,0,1.0,1785477763242979198,1785477763243925225,23683428,1785477763267608653,21680,1785477763267586973
0,dp_rs,1785477764935191325,12,1785477764909802355,1785477764911530568,1785477764788594100,16,55,23683428,0,16,dp_grad_reduce_scatter:pg=1,1785477764935213996,22671,dp_grad_reduce_scatter,1728213,4767580160,pp_frontier,0,1.0,1785477763243301185,1785477763243925225,23683428,1785477763267608653,22671,1785477763267585982
0,dp_rs,1785477764935125562,13,1785477764909363300,1785477764911530568,1785477764788594100,16,55,23683428,0,16,dp_grad_reduce_scatter:pg=1,1785477764935213996,88434,dp_grad_reduce_scatter,2167268,4767580160,pp_frontier,0,1.0,1785477763242747604,1785477763243925225,23683428,1785477763267608653,88434,1785477763267520219
0,dp_rs,1785477764935176839,14,1785477764911497271,1785477764911530568,1785477764788594100,16,55,23683428,0,16,dp_grad_reduce_scatter:pg=1,1785477764935213996,37157,dp_grad_reduce_scatter,33297,4767580160,pp_frontier,0,1.0,1785477763234831198,1785477763243925225,23683428,1785477763267608653,37157,1785477763267571496
0,dp_rs,1785477764935182842,15,1785477764911530568,1785477764911530568,1785477764788594100,16,55,23683428,0,16,dp_grad_reduce_scatter:pg=1,1785477764935213996,31154,dp_grad_reduce_scatter,0,4767580160,pp_frontier,0,1.0,1785477763234714262,1785477763243925225,23683428,1785477763267608653,31154,1785477763267577499
0,edp_ag0,1785477765052217845,0,1785477765038677050,1785477765038677050,1785477765038663018,2,55,13545552,0,2,expert_dp_param_allgather:pg=1043,1785477765052222602,4757,expert_dp_param_allgather,0,471859200,same_rank_dp_ag0,10520,1.0,1785477763371071707,1785477763371071707,13545552,1785477763384617259,4757,1785477763384612502
0,edp_ag0,1785477765052222602,8,1785477765038663018,1785477765038677050,1785477765038663018,2,55,13545552,0,2,expert_dp_param_allgather:pg=1043,1785477765052222602,0,expert_dp_param_allgather,14032,471859200,same_rank_dp_ag0,17880,1.0,1785477763371057675,1785477763371071707,13545552,1785477763384617259,0,1785477763384617259
0,edp_ag0,1785477765053373523,1,1785477765038698088,1785477765038698088,1785477765038655294,2,55,14687398,0,2,expert_dp_param_allgather:pg=1045,1785477765053385486,11963,expert_dp_param_allgather,0,471859200,same_rank_dp_ag0,35400,1.0,1785477763371092745,1785477763371092745,14687398,1785477763385780143,11963,1785477763385768180
0,edp_ag0,1785477765053385486,9,1785477765038655294,1785477765038698088,1785477765038655294,2,55,14687398,0,2,expert_dp_param_allgather:pg=1045,1785477765053385486,0,expert_dp_param_allgather,42794,471859200,same_rank_dp_ag0,10680,1.0,1785477763371049951,1785477763371092745,14687398,1785477763385780143,0,1785477763385780143
0,edp_ag0,1785477765052383541,2,1785477765038655535,1785477765038660266,1785477765038655535,2,55,13723275,0,2,expert_dp_param_allgather:pg=1047,1785477765052383541,0,expert_dp_param_allgather,4731,471859200,same_rank_dp_ag0,11080,1.0,1785477763371050192,1785477763371054923,13723275,1785477763384778198,0,1785477763384778198
0,edp_ag0,1785477765052359104,10,1785477765038660266,1785477765038660266,1785477765038655535,2,55,13723275,0,2,expert_dp_param_allgather:pg=1047,1785477765052383541,24437,expert_dp_param_allgather,0,471859200,same_rank_dp_ag0,11120,1.0,1785477763371054923,1785477763371054923,13723275,1785477763384778198,24437,1785477763384753761
0,edp_ag0,1785477765051877348,3,1785477765038678213,1785477765038678213,1785477765038656883,2,55,13200472,0,2,expert_dp_param_allgather:pg=1049,1785477765051878685,1337,expert_dp_param_allgather,0,471859200,same_rank_dp_ag0,10921,1.0,1785477763371072870,1785477763371072870,13200472,1785477763384273342,1337,1785477763384272005
0,edp_ag0,1785477765051878685,11,1785477765038656883,1785477765038678213,1785477765038656883,2,55,13200472,0,2,expert_dp_param_allgather:pg=1049,1785477765051878685,0,expert_dp_param_allgather,21330,471859200,same_rank_dp_ag0,10800,1.0,1785477763371051540,1785477763371072870,13200472,1785477763384273342,0,1785477763384273342
0,edp_ag0,1785477765054356853,4,1785477765038664498,1785477765038710179,1785477765038664498,2,55,15646705,0,2,expert_dp_param_allgather:pg=1051,1785477765054356884,31,expert_dp_param_allgather,45681,471859200,same_rank_dp_ag0,14040,1.0,1785477763371059155,1785477763371104836,15646705,1785477763386751541,31,1785477763386751510
0,edp_ag0,1785477765054356884,12,1785477765038710179,1785477765038710179,1785477765038664498,2,55,15646705,0,2,expert_dp_param_allgather:pg=1051,1785477765054356884,0,expert_dp_param_allgather,0,471859200,same_rank_dp_ag0,60440,1.0,1785477763371104836,1785477763371104836,15646705,1785477763386751541,0,1785477763386751541
0,edp_ag0,1785477765052446361,5,1785477765038675158,1785477765038675158,1785477765038616888,2,55,13777243,0,2,expert_dp_param_allgather:pg=1053,1785477765052452401,6040,expert_dp_param_allgather,0,471859200,same_rank_dp_ag0,11680,1.0,1785477763371069815,1785477763371069815,13777243,1785477763384847058,6040,1785477763384841018
0,edp_ag0,1785477765052452401,13,1785477765038616888,1785477765038675158,1785477765038616888,2,55,13777243,0,2,expert_dp_param_allgather:pg=1053,1785477765052452401,0,expert_dp_param_allgather,58270,471859200,same_rank_dp_ag0,11120,1.0,1785477763371011545,1785477763371069815,13777243,1785477763384847058,0,1785477763384847058
0,edp_ag0,1785477765053241419,6,1785477765038653837,1785477765038667583,1785477765038653837,2,55,14574054,0,2,expert_dp_param_allgather:pg=1055,1785477765053241637,218,expert_dp_param_allgather,13746,471859200,same_rank_dp_ag0,10880,1.0,1785477763371048494,1785477763371062240,14574054,1785477763385636294,218,1785477763385636076
0,edp_ag0,1785477765053241637,14,1785477765038667583,1785477765038667583,1785477765038653837,2,55,14574054,0,2,expert_dp_param_allgather:pg=1055,1785477765053241637,0,expert_dp_param_allgather,0,471859200,same_rank_dp_ag0,16200,1.0,1785477763371062240,1785477763371062240,14574054,1785477763385636294,0,1785477763385636294
0,edp_ag0,1785477765052252268,7,1785477765038652826,1785477765038658329,1785477765038652826,2,55,13593939,0,2,expert_dp_param_allgather:pg=1057,1785477765052252268,0,expert_dp_param_allgather,5503,471859200,same_rank_dp_ag0,10960,1.0,1785477763371047483,1785477763371052986,13593939,1785477763384646925,0,1785477763384646925
0,edp_ag0,1785477765052250292,15,1785477765038658329,1785477765038658329,1785477765038652826,2,55,13593939,0,2,expert_dp_param_allgather:pg=1057,1785477765052252268,1976,expert_dp_param_allgather,0,471859200,same_rank_dp_ag0,10720,1.0,1785477763371052986,1785477763371052986,13593939,1785477763384646925,1976,1785477763384644949
1,edp_ag1,1785477765102735576,0,1785477765089463702,1785477765089463702,1785477765089445428,2,55,13271874,0,2,expert_dp_param_allgather:pg=1043,1785477765102735576,0,expert_dp_param_allgather,0,471859200,same_rank_dp_ag1,5960,1.0,1785477763421858359,1785477763421858359,13271874,1785477763435130233,0,1785477763435130233
1,edp_ag1,1785477765102706372,8,1785477765089445428,1785477765089463702,1785477765089445428,2,55,13271874,0,2,expert_dp_param_allgather:pg=1043,1785477765102735576,29204,expert_dp_param_allgather,18274,471859200,same_rank_dp_ag1,10200,1.0,1785477763421840085,1785477763421858359,13271874,1785477763435130233,29204,1785477763435101029
1,edp_ag1,1785477765102707279,1,1785477765089461155,1785477765089461155,1785477765089442022,2,55,13250732,0,2,expert_dp_param_allgather:pg=1045,1785477765102711887,4608,expert_dp_param_allgather,0,471859200,same_rank_dp_ag1,4400,1.0,1785477763421855812,1785477763421855812,13250732,1785477763435106544,4608,1785477763435101936
1,edp_ag1,1785477765102711887,9,1785477765089442022,1785477765089461155,1785477765089442022,2,55,13250732,0,2,expert_dp_param_allgather:pg=1045,1785477765102711887,0,expert_dp_param_allgather,19133,471859200,same_rank_dp_ag1,10520,1.0,1785477763421836679,1785477763421855812,13250732,1785477763435106544,0,1785477763435106544
1,edp_ag1,1785477765104047913,2,1785477765089442784,1785477765089470407,1785477765089442784,2,55,14585920,0,2,expert_dp_param_allgather:pg=1047,1785477765104056327,8414,expert_dp_param_allgather,27623,471859200,same_rank_dp_ag1,24840,1.0,1785477763421837441,1785477763421865064,14585920,1785477763436450984,8414,1785477763436442570
1,edp_ag1,1785477765104056327,10,1785477765089470407,1785477765089470407,1785477765089442784,2,55,14585920,0,2,expert_dp_param_allgather:pg=1047,1785477765104056327,0,expert_dp_param_allgather,0,471859200,same_rank_dp_ag1,27520,1.0,1785477763421865064,1785477763421865064,14585920,1785477763436450984,0,1785477763436450984
1,edp_ag1,1785477765103394806,3,1785477765089462027,1785477765089462027,1785477765089443723,2,55,13932779,0,2,expert_dp_param_allgather:pg=1049,1785477765103394806,0,expert_dp_param_allgather,0,471859200,same_rank_dp_ag1,4560,1.0,1785477763421856684,1785477763421856684,13932779,1785477763435789463,0,1785477763435789463
1,edp_ag1,1785477765103374368,11,1785477765089443723,1785477765089462027,1785477765089443723,2,55,13932779,0,2,expert_dp_param_allgather:pg=1049,1785477765103394806,20438,expert_dp_param_allgather,18304,471859200,same_rank_dp_ag1,12920,1.0,1785477763421838380,1785477763421856684,13932779,1785477763435789463,20438,1785477763435769025
1,edp_ag1,1785477765105486486,4,1785477765089477491,1785477765089477491,1785477765089462626,2,55,16011923,0,2,expert_dp_param_allgather:pg=1051,1785477765105489414,2928,expert_dp_param_allgather,0,471859200,same_rank_dp_ag1,21320,1.0,1785477763421872148,1785477763421872148,16011923,1785477763437884071,2928,1785477763437881143
1,edp_ag1,1785477765105489414,12,1785477765089462626,1785477765089477491,1785477765089462626,2,55,16011923,0,2,expert_dp_param_allgather:pg=1051,1785477765105489414,0,expert_dp_param_allgather,14865,471859200,same_rank_dp_ag1,19760,1.0,1785477763421857283,1785477763421872148,16011923,1785477763437884071,0,1785477763437884071
1,edp_ag1,1785477765103146719,5,1785477765089505916,1785477765089505916,1785477765089404729,2,55,13644486,0,2,expert_dp_param_allgather:pg=1053,1785477765103150402,3683,expert_dp_param_allgather,0,471859200,same_rank_dp_ag1,54200,1.0,1785477763421900573,1785477763421900573,13644486,1785477763435545059,3683,1785477763435541376
1,edp_ag1,1785477765103150402,13,1785477765089404729,1785477765089505916,1785477765089404729,2,55,13644486,0,2,expert_dp_param_allgather:pg=1053,1785477765103150402,0,expert_dp_param_allgather,101187,471859200,same_rank_dp_ag1,9440,1.0,1785477763421799386,1785477763421900573,13644486,1785477763435545059,0,1785477763435545059
1,edp_ag1,1785477765102584469,6,1785477765089414293,1785477765089449412,1785477765089414293,2,55,13139929,0,2,expert_dp_param_allgather:pg=1055,1785477765102589341,4872,expert_dp_param_allgather,35119,471859200,same_rank_dp_ag1,4480,1.0,1785477763421808950,1785477763421844069,13139929,1785477763434983998,4872,1785477763434979126
1,edp_ag1,1785477765102589341,14,1785477765089449412,1785477765089449412,1785477765089414293,2,55,13139929,0,2,expert_dp_param_allgather:pg=1055,1785477765102589341,0,expert_dp_param_allgather,0,471859200,same_rank_dp_ag1,9080,1.0,1785477763421844069,1785477763421844069,13139929,1785477763434983998,0,1785477763434983998
1,edp_ag1,1785477765104106348,7,1785477765089455583,1785477765089455583,1785477765089452690,2,55,14650765,0,2,expert_dp_param_allgather:pg=1057,1785477765104106348,0,expert_dp_param_allgather,0,471859200,same_rank_dp_ag1,13600,1.0,1785477763421850240,1785477763421850240,14650765,1785477763436501005,0,1785477763436501005
1,edp_ag1,1785477765104064536,15,1785477765089452690,1785477765089455583,1785477765089452690,2,55,14650765,0,2,expert_dp_param_allgather:pg=1057,1785477765104106348,41812,expert_dp_param_allgather,2893,471859200,same_rank_dp_ag1,9720,1.0,1785477763421847347,1785477763421850240,14650765,1785477763436501005,41812,1785477763436459193
0,edp_rs,1785477764987992838,0,1785477764940002953,1785477764940002953,1785477764939933722,2,55,47989885,0,2,expert_dp_grad_reduce_scatter:pg=1043,1785477764987992838,0,expert_dp_grad_reduce_scatter,0,1887436800,same_rank_dp_rs,4828732,1.0,1785477763272397610,1785477763272397610,47989885,1785477763320387495,0,1785477763320387495
0,edp_rs,1785477764987950847,8,1785477764939933722,1785477764940002953,1785477764939933722,2,55,47989885,0,2,expert_dp_grad_reduce_scatter:pg=1043,1785477764987992838,41991,expert_dp_grad_reduce_scatter,69231,1887436800,same_rank_dp_rs,4752649,1.0,1785477763272328379,1785477763272397610,47989885,1785477763320387495,41991,1785477763320345504
0,edp_rs,1785477764995944614,1,1785477764940031096,1785477764940091653,1785477764940031096,2,55,55880993,0,2,expert_dp_grad_reduce_scatter:pg=1045,1785477764995972646,28032,expert_dp_grad_reduce_scatter,60557,1887436800,same_rank_dp_rs,4877291,1.0,1785477763272425753,1785477763272486310,55880993,1785477763328367303,28032,1785477763328339271
0,edp_rs,1785477764995972646,9,1785477764940091653,1785477764940091653,1785477764940031096,2,55,55880993,0,2,expert_dp_grad_reduce_scatter:pg=1045,1785477764995972646,0,expert_dp_grad_reduce_scatter,0,1887436800,same_rank_dp_rs,4901184,1.0,1785477763272486310,1785477763272486310,55880993,1785477763328367303,0,1785477763328367303
0,edp_rs,1785477764994172347,2,1785477764940033207,1785477764940050673,1785477764940033207,2,55,54121674,0,2,expert_dp_grad_reduce_scatter:pg=1047,1785477764994172347,0,expert_dp_grad_reduce_scatter,17466,1887436800,same_rank_dp_rs,4880537,1.0,1785477763272427864,1785477763272445330,54121674,1785477763326567004,0,1785477763326567004
0,edp_rs,1785477764994106143,10,1785477764940050673,1785477764940050673,1785477764940033207,2,55,54121674,0,2,expert_dp_grad_reduce_scatter:pg=1047,1785477764994172347,66204,expert_dp_grad_reduce_scatter,0,1887436800,same_rank_dp_rs,4873894,1.0,1785477763272445330,1785477763272445330,54121674,1785477763326567004,66204,1785477763326500800
