kind,group_size,arrival_wait_ns,rank,service_ns,group_end_ns,round,behavior,observed_ranks,group_first_start_ns,completion_advance_ns,start_ns,group_ready_ns,iteration,end_ns,group_key,pp_stage,payload_bytes,dependency,dependency_lag_ns,service_scale,predicted_start_ns,predicted_group_ready_ns,predicted_service_ns,predicted_group_end_ns,predicted_completion_advance_ns,predicted_end_ns
dp_ag0,16,0,15,11780520,1785477765038667292,0,dp_param_allgather,16,1785477765026058723,19683,1785477765026886772,1785477765026886772,55,1785477765038647609,dp_param_allgather:pg=1,0,148986880,world_rs_done,30210515,1.0,1785477765005026983,1785477765005026983,11780520,1785477765016807503,19683,1785477765016787820
dp_ag1,16,3061404,0,11548154,1785477765089457742,1,dp_param_allgather,16,1785477765074595964,0,1785477765074848184,1785477765077909588,55,1785477765089457742,dp_param_allgather:pg=1,0,148986880,same_rank_edp_ag0,22630339,1.0,1785477765052988395,1785477765056049799,11548154,1785477765067597953,0,1785477765067597953
dp_ag1,16,2192154,1,11548154,1785477765089457742,1,dp_param_allgather,16,1785477765074595964,987,1785477765075717434,1785477765077909588,55,1785477765089456755,dp_param_allgather:pg=1,0,148986880,same_rank_edp_ag0,22343911,1.0,1785477765053857645,1785477765056049799,11548154,1785477765067597953,987,1785477765067596966
dp_ag1,16,2806652,2,11548154,1785477765089457742,1,dp_param_allgather,16,1785477765074595964,39798,1785477765075102936,1785477765077909588,55,1785477765089417944,dp_param_allgather:pg=1,0,148986880,same_rank_edp_ag0,22719395,1.0,1785477765053243147,1785477765056049799,11548154,1785477765067597953,39798,1785477765067558155
dp_ag1,16,3313624,3,11548154,1785477765089457742,1,dp_param_allgather,16,1785477765074595964,275,1785477765074595964,1785477765077909588,55,1785477765089457467,dp_param_allgather:pg=1,0,148986880,same_rank_edp_ag0,22718616,1.0,1785477765052736175,1785477765056049799,11548154,1785477765067597953,275,1785477765067597678
dp_ag1,16,959405,4,11548154,1785477765089457742,1,dp_param_allgather,16,1785477765074595964,1571,1785477765076950183,1785477765077909588,55,1785477765089456171,dp_param_allgather:pg=1,0,148986880,same_rank_edp_ag0,22593330,1.0,1785477765055090394,1785477765056049799,11548154,1785477765067597953,1571,1785477765067596382
dp_ag1,16,2800357,5,11548154,1785477765089457742,1,dp_param_allgather,16,1785477765074595964,6026,1785477765075109231,1785477765077909588,55,1785477765089451716,dp_param_allgather:pg=1,0,148986880,same_rank_edp_ag0,22662870,1.0,1785477765053249442,1785477765056049799,11548154,1785477765067597953,6026,1785477765067591927
dp_ag1,16,2091993,6,11548154,1785477765089457742,1,dp_param_allgather,16,1785477765074595964,47929,1785477765075817595,1785477765077909588,55,1785477765089409813,dp_param_allgather:pg=1,0,148986880,same_rank_edp_ag0,22576176,1.0,1785477765053957806,1785477765056049799,11548154,1785477765067597953,47929,1785477765067550024
dp_ag1,16,3036170,7,11548154,1785477765089457742,1,dp_param_allgather,16,1785477765074595964,15759,1785477765074873418,1785477765077909588,55,1785477765089441983,dp_param_allgather:pg=1,0,148986880,same_rank_edp_ag0,22621150,1.0,1785477765053013629,1785477765056049799,11548154,1785477765067597953,15759,1785477765067582194
dp_ag1,16,2235504,8,11548154,1785477765089457742,1,dp_param_allgather,16,1785477765074595964,22514,1785477765075674084,1785477765077909588,55,1785477765089435228,dp_param_allgather:pg=1,0,148986880,same_rank_edp_ag0,23451482,1.0,1785477765053814295,1785477765056049799,11548154,1785477765067597953,22514,1785477765067575439
dp_ag1,16,886866,9,11548154,1785477765089457742,1,dp_param_allgather,16,1785477765074595964,26240,1785477765077022722,1785477765077909588,55,1785477765089431502,dp_param_allgather:pg=1,0,148986880,same_rank_edp_ag0,23637236,1.0,1785477765055162933,1785477765056049799,11548154,1785477765067597953,26240,1785477765067571713
dp_ag1,16,1746618,10,11548154,1785477765089457742,1,dp_param_allgather,16,1785477765074595964,14855,1785477765076162970,1785477765077909588,55,1785477765089442887,dp_param_allgather:pg=1,0,148986880,same_rank_edp_ag0,23803866,1.0,1785477765054303181,1785477765056049799,11548154,1785477765067597953,14855,1785477765067583098
dp_ag1,16,2418749,11,11548154,1785477765089457742,1,dp_param_allgather,16,1785477765074595964,26939,1785477765075490839,1785477765077909588,55,1785477765089430803,dp_param_allgather:pg=1,0,148986880,same_rank_edp_ag0,23612154,1.0,1785477765053631050,1785477765056049799,11548154,1785477765067597953,26939,1785477765067571014
dp_ag1,16,0,12,11548154,1785477765089457742,1,dp_param_allgather,16,1785477765074595964,14876,1785477765077909588,1785477765077909588,55,1785477765089442866,dp_param_allgather:pg=1,0,148986880,same_rank_edp_ag0,23552704,1.0,1785477765056049799,1785477765056049799,11548154,1785477765067597953,14876,1785477765067583077
dp_ag1,16,1939251,13,11548154,1785477765089457742,1,dp_param_allgather,16,1785477765074595964,62453,1785477765075970337,1785477765077909588,55,1785477765089395289,dp_param_allgather:pg=1,0,148986880,same_rank_edp_ag0,23517936,1.0,1785477765054110548,1785477765056049799,11548154,1785477765067597953,62453,1785477765067535500
dp_ag1,16,1068143,14,11548154,1785477765089457742,1,dp_param_allgather,16,1785477765074595964,17410,1785477765076841445,1785477765077909588,55,1785477765089440332,dp_param_allgather:pg=1,0,148986880,same_rank_edp_ag0,23599808,1.0,1785477765054981656,1785477765056049799,11548154,1785477765067597953,17410,1785477765067580543
dp_ag1,16,2037781,15,11548154,1785477765089457742,1,dp_param_allgather,16,1785477765074595964,14772,1785477765075871807,1785477765077909588,55,1785477765089442970,dp_param_allgather:pg=1,0,148986880,same_rank_edp_ag0,23621515,1.0,1785477765054012018,1785477765056049799,11548154,1785477765067597953,14772,1785477765067583181
dp_rs,16,121986005,0,23683428,1785477764935213996,0,dp_grad_reduce_scatter,16,1785477764788594100,39775,1785477764789544563,1785477764911530568,55,1785477764935174221,dp_grad_reduce_scatter:pg=1,0,4767580160,pp_frontier,0,1.0,1785477764760763174,1785477764889670779,23683428,1785477764913354207,39775,1785477764913314432
dp_rs,16,121797445,1,23683428,1785477764935213996,0,dp_grad_reduce_scatter,16,1785477764788594100,60191,1785477764789733123,1785477764911530568,55,1785477764935153805,dp_grad_reduce_scatter:pg=1,0,4767580160,pp_frontier,0,1.0,1785477764755869576,1785477764889670779,23683428,1785477764913354207,60191,1785477764913294016
dp_rs,16,122163463,2,23683428,1785477764935213996,0,dp_grad_reduce_scatter,16,1785477764788594100,61326,1785477764789367105,1785477764911530568,55,1785477764935152670,dp_grad_reduce_scatter:pg=1,0,4767580160,pp_frontier,0,1.0,1785477764763739227,1785477764889670779,23683428,1785477764913354207,61326,1785477764913292881
dp_rs,16,122045609,3,23683428,1785477764935213996,0,dp_grad_reduce_scatter,16,1785477764788594100,53741,1785477764789484959,1785477764911530568,55,1785477764935160255,dp_grad_reduce_scatter:pg=1,0,4767580160,pp_frontier,0,1.0,1785477764762434127,1785477764889670779,23683428,1785477764913354207,53741,1785477764913300466
dp_rs,16,122815184,4,23683428,1785477764935213996,0,dp_grad_reduce_scatter,16,1785477764788594100,50208,1785477764788715384,1785477764911530568,55,1785477764935163788,dp_grad_reduce_scatter:pg=1,0,4767580160,pp_frontier,0,1.0,1785477764768747312,1785477764889670779,23683428,1785477764913354207,50208,1785477764913303999
dp_rs,16,122936468,5,23683428,1785477764935213996,0,dp_grad_reduce_scatter,16,1785477764788594100,0,1785477764788594100,1785477764911530568,55,1785477764935213996,dp_grad_reduce_scatter:pg=1,0,4767580160,pp_frontier,0,1.0,1785477764770877682,1785477764889670779,23683428,1785477764913354207,0,1785477764913354207
dp_rs,16,122489989,6,23683428,1785477764935213996,0,dp_grad_reduce_scatter,16,1785477764788594100,121238,1785477764789040579,1785477764911530568,55,1785477764935092758,dp_grad_reduce_scatter:pg=1,0,4767580160,pp_frontier,0,1.0,1785477764758881466,1785477764889670779,23683428,1785477764913354207,121238,1785477764913232969
dp_rs,16,122562310,7,23683428,1785477764935213996,0,dp_grad_reduce_scatter,16,1785477764788594100,56008,1785477764788968258,1785477764911530568,55,1785477764935157988,dp_grad_reduce_scatter:pg=1,0,4767580160,pp_frontier,0,1.0,1785477764756200295,1785477764889670779,23683428,1785477764913354207,56008,1785477764913298199
dp_rs,16,425538,8,23683428,1785477764935213996,0,dp_grad_reduce_scatter,16,1785477764788594100,32923,1785477764911105030,1785477764911530568,55,1785477764935181073,dp_grad_reduce_scatter:pg=1,0,4767580160,pp_frontier,0,1.0,1785477764866608078,1785477764889670779,23683428,1785477764913354207,32923,1785477764913321284
dp_rs,16,876219,9,23683428,1785477764935213996,0,dp_grad_reduce_scatter,16,1785477764788594100,23527,1785477764910654349,1785477764911530568,55,1785477764935190469,dp_grad_reduce_scatter:pg=1,0,4767580160,pp_frontier,0,1.0,1785477764888005254,1785477764889670779,23683428,1785477764913354207,23527,1785477764913330680
dp_rs,16,1739219,10,23683428,1785477764935213996,0,dp_grad_reduce_scatter,16,1785477764788594100,37217,1785477764909791349,1785477764911530568,55,1785477764935176779,dp_grad_reduce_scatter:pg=1,0,4767580160,pp_frontier,0,1.0,1785477764887686631,1785477764889670779,23683428,1785477764913354207,37217,1785477764913316990
dp_rs,16,1245731,11,23683428,1785477764935213996,0,dp_grad_reduce_scatter,16,1785477764788594100,21680,1785477764910284837,1785477764911530568,55,1785477764935192316,dp_grad_reduce_scatter:pg=1,0,4767580160,pp_frontier,0,1.0,1785477764889670779,1785477764889670779,23683428,1785477764913354207,21680,1785477764913332527
dp_rs,16,1728213,12,23683428,1785477764935213996,0,dp_grad_reduce_scatter,16,1785477764788594100,22671,1785477764909802355,1785477764911530568,55,1785477764935191325,dp_grad_reduce_scatter:pg=1,0,4767580160,pp_frontier,0,1.0,1785477764888330805,1785477764889670779,23683428,1785477764913354207,22671,1785477764913331536
dp_rs,16,2167268,13,23683428,1785477764935213996,0,dp_grad_reduce_scatter,16,1785477764788594100,88434,1785477764909363300,1785477764911530568,55,1785477764935125562,dp_grad_reduce_scatter:pg=1,0,4767580160,pp_frontier,0,1.0,1785477764887130992,1785477764889670779,23683428,1785477764913354207,88434,1785477764913265773
dp_rs,16,33297,14,23683428,1785477764935213996,0,dp_grad_reduce_scatter,16,1785477764788594100,37157,1785477764911497271,1785477764911530568,55,1785477764935176839,dp_grad_reduce_scatter:pg=1,0,4767580160,pp_frontier,0,1.0,1785477764878298345,1785477764889670779,23683428,1785477764913354207,37157,1785477764913317050
dp_rs,16,0,15,23683428,1785477764935213996,0,dp_grad_reduce_scatter,16,1785477764788594100,31154,1785477764911530568,1785477764911530568,55,1785477764935182842,dp_grad_reduce_scatter:pg=1,0,4767580160,pp_frontier,0,1.0,1785477764880621065,1785477764889670779,23683428,1785477764913354207,31154,1785477764913323053
edp_ag0,2,0,0,13545552,1785477765052222602,0,expert_dp_param_allgather,2,1785477765038663018,4757,1785477765038677050,1785477765038677050,55,1785477765052217845,expert_dp_param_allgather:pg=1043,0,471859200,same_rank_dp_ag0,10520,1.0,1785477765016817261,1785477765016817261,13545552,1785477765030362813,4757,1785477765030358056
edp_ag0,2,14032,8,13545552,1785477765052222602,0,expert_dp_param_allgather,2,1785477765038663018,0,1785477765038663018,1785477765038677050,55,1785477765052222602,expert_dp_param_allgather:pg=1043,0,471859200,same_rank_dp_ag0,17880,1.0,1785477765016803229,1785477765016817261,13545552,1785477765030362813,0,1785477765030362813
edp_ag0,2,0,1,14687398,1785477765053385486,0,expert_dp_param_allgather,2,1785477765038655294,11963,1785477765038698088,1785477765038698088,55,1785477765053373523,expert_dp_param_allgather:pg=1045,0,471859200,same_rank_dp_ag0,35400,1.0,1785477765016838299,1785477765016838299,14687398,1785477765031525697,11963,1785477765031513734
edp_ag0,2,42794,9,14687398,1785477765053385486,0,expert_dp_param_allgather,2,1785477765038655294,0,1785477765038655294,1785477765038698088,55,1785477765053385486,expert_dp_param_allgather:pg=1045,0,471859200,same_rank_dp_ag0,10680,1.0,1785477765016795505,1785477765016838299,14687398,1785477765031525697,0,1785477765031525697
edp_ag0,2,4731,2,13723275,1785477765052383541,0,expert_dp_param_allgather,2,1785477765038655535,0,1785477765038655535,1785477765038660266,55,1785477765052383541,expert_dp_param_allgather:pg=1047,0,471859200,same_rank_dp_ag0,11080,1.0,1785477765016795746,1785477765016800477,13723275,1785477765030523752,0,1785477765030523752
edp_ag0,2,0,10,13723275,1785477765052383541,0,expert_dp_param_allgather,2,1785477765038655535,24437,1785477765038660266,1785477765038660266,55,1785477765052359104,expert_dp_param_allgather:pg=1047,0,471859200,same_rank_dp_ag0,11120,1.0,1785477765016800477,1785477765016800477,13723275,1785477765030523752,24437,1785477765030499315
edp_ag0,2,0,3,13200472,1785477765051878685,0,expert_dp_param_allgather,2,1785477765038656883,1337,1785477765038678213,1785477765038678213,55,1785477765051877348,expert_dp_param_allgather:pg=1049,0,471859200,same_rank_dp_ag0,10921,1.0,1785477765016818424,1785477765016818424,13200472,1785477765030018896,1337,1785477765030017559
edp_ag0,2,21330,11,13200472,1785477765051878685,0,expert_dp_param_allgather,2,1785477765038656883,0,1785477765038656883,1785477765038678213,55,1785477765051878685,expert_dp_param_allgather:pg=1049,0,471859200,same_rank_dp_ag0,10800,1.0,1785477765016797094,1785477765016818424,13200472,1785477765030018896,0,1785477765030018896
edp_ag0,2,45681,4,15646705,1785477765054356884,0,expert_dp_param_allgather,2,1785477765038664498,31,1785477765038664498,1785477765038710179,55,1785477765054356853,expert_dp_param_allgather:pg=1051,0,471859200,same_rank_dp_ag0,14040,1.0,1785477765016804709,1785477765016850390,15646705,1785477765032497095,31,1785477765032497064
edp_ag0,2,0,12,15646705,1785477765054356884,0,expert_dp_param_allgather,2,1785477765038664498,0,1785477765038710179,1785477765038710179,55,1785477765054356884,expert_dp_param_allgather:pg=1051,0,471859200,same_rank_dp_ag0,60440,1.0,1785477765016850390,1785477765016850390,15646705,1785477765032497095,0,1785477765032497095
edp_ag0,2,0,5,13777243,1785477765052452401,0,expert_dp_param_allgather,2,1785477765038616888,6040,1785477765038675158,1785477765038675158,55,1785477765052446361,expert_dp_param_allgather:pg=1053,0,471859200,same_rank_dp_ag0,11680,1.0,1785477765016815369,1785477765016815369,13777243,1785477765030592612,6040,1785477765030586572
edp_ag0,2,58270,13,13777243,1785477765052452401,0,expert_dp_param_allgather,2,1785477765038616888,0,1785477765038616888,1785477765038675158,55,1785477765052452401,expert_dp_param_allgather:pg=1053,0,471859200,same_rank_dp_ag0,11120,1.0,1785477765016757099,1785477765016815369,13777243,1785477765030592612,0,1785477765030592612
edp_ag0,2,13746,6,14574054,1785477765053241637,0,expert_dp_param_allgather,2,1785477765038653837,218,1785477765038653837,1785477765038667583,55,1785477765053241419,expert_dp_param_allgather:pg=1055,0,471859200,same_rank_dp_ag0,10880,1.0,1785477765016794048,1785477765016807794,14574054,1785477765031381848,218,1785477765031381630
edp_ag0,2,0,14,14574054,1785477765053241637,0,expert_dp_param_allgather,2,1785477765038653837,0,1785477765038667583,1785477765038667583,55,1785477765053241637,expert_dp_param_allgather:pg=1055,0,471859200,same_rank_dp_ag0,16200,1.0,1785477765016807794,1785477765016807794,14574054,1785477765031381848,0,1785477765031381848
edp_ag0,2,5503,7,13593939,1785477765052252268,0,expert_dp_param_allgather,2,1785477765038652826,0,1785477765038652826,1785477765038658329,55,1785477765052252268,expert_dp_param_allgather:pg=1057,0,471859200,same_rank_dp_ag0,10960,1.0,1785477765016793037,1785477765016798540,13593939,1785477765030392479,0,1785477765030392479
edp_ag0,2,0,15,13593939,1785477765052252268,0,expert_dp_param_allgather,2,1785477765038652826,1976,1785477765038658329,1785477765038658329,55,1785477765052250292,expert_dp_param_allgather:pg=1057,0,471859200,same_rank_dp_ag0,10720,1.0,1785477765016798540,1785477765016798540,13593939,1785477765030392479,1976,1785477765030390503
edp_ag1,2,0,0,13271874,1785477765102735576,1,expert_dp_param_allgather,2,1785477765089445428,0,1785477765089463702,1785477765089463702,55,1785477765102735576,expert_dp_param_allgather:pg=1043,0,471859200,same_rank_dp_ag1,5960,1.0,1785477765067603913,1785477765067603913,13271874,1785477765080875787,0,1785477765080875787
edp_ag1,2,18274,8,13271874,1785477765102735576,1,expert_dp_param_allgather,2,1785477765089445428,29204,1785477765089445428,1785477765089463702,55,1785477765102706372,expert_dp_param_allgather:pg=1043,0,471859200,same_rank_dp_ag1,10200,1.0,1785477765067585639,1785477765067603913,13271874,1785477765080875787,29204,1785477765080846583
edp_ag1,2,0,1,13250732,1785477765102711887,1,expert_dp_param_allgather,2,1785477765089442022,4608,1785477765089461155,1785477765089461155,55,1785477765102707279,expert_dp_param_allgather:pg=1045,0,471859200,same_rank_dp_ag1,4400,1.0,1785477765067601366,1785477765067601366,13250732,1785477765080852098,4608,1785477765080847490
edp_ag1,2,19133,9,13250732,1785477765102711887,1,expert_dp_param_allgather,2,1785477765089442022,0,1785477765089442022,1785477765089461155,55,1785477765102711887,expert_dp_param_allgather:pg=1045,0,471859200,same_rank_dp_ag1,10520,1.0,1785477765067582233,1785477765067601366,13250732,1785477765080852098,0,1785477765080852098
edp_ag1,2,27623,2,14585920,1785477765104056327,1,expert_dp_param_allgather,2,1785477765089442784,8414,1785477765089442784,1785477765089470407,55,1785477765104047913,expert_dp_param_allgather:pg=1047,0,471859200,same_rank_dp_ag1,24840,1.0,1785477765067582995,1785477765067610618,14585920,1785477765082196538,8414,1785477765082188124
edp_ag1,2,0,10,14585920,1785477765104056327,1,expert_dp_param_allgather,2,1785477765089442784,0,1785477765089470407,1785477765089470407,55,1785477765104056327,expert_dp_param_allgather:pg=1047,0,471859200,same_rank_dp_ag1,27520,1.0,1785477765067610618,1785477765067610618,14585920,1785477765082196538,0,1785477765082196538
edp_ag1,2,0,3,13932779,1785477765103394806,1,expert_dp_param_allgather,2,1785477765089443723,0,1785477765089462027,1785477765089462027,55,1785477765103394806,expert_dp_param_allgather:pg=1049,0,471859200,same_rank_dp_ag1,4560,1.0,1785477765067602238,1785477765067602238,13932779,1785477765081535017,0,1785477765081535017
edp_ag1,2,18304,11,13932779,1785477765103394806,1,expert_dp_param_allgather,2,1785477765089443723,20438,1785477765089443723,1785477765089462027,55,1785477765103374368,expert_dp_param_allgather:pg=1049,0,471859200,same_rank_dp_ag1,12920,1.0,1785477765067583934,1785477765067602238,13932779,1785477765081535017,20438,1785477765081514579
edp_ag1,2,0,4,16011923,1785477765105489414,1,expert_dp_param_allgather,2,1785477765089462626,2928,1785477765089477491,1785477765089477491,55,1785477765105486486,expert_dp_param_allgather:pg=1051,0,471859200,same_rank_dp_ag1,21320,1.0,1785477765067617702,1785477765067617702,16011923,1785477765083629625,2928,1785477765083626697
edp_ag1,2,14865,12,16011923,1785477765105489414,1,expert_dp_param_allgather,2,1785477765089462626,0,1785477765089462626,1785477765089477491,55,1785477765105489414,expert_dp_param_allgather:pg=1051,0,471859200,same_rank_dp_ag1,19760,1.0,1785477765067602837,1785477765067617702,16011923,1785477765083629625,0,1785477765083629625
edp_ag1,2,0,5,13644486,1785477765103150402,1,expert_dp_param_allgather,2,1785477765089404729,3683,1785477765089505916,1785477765089505916,55,1785477765103146719,expert_dp_param_allgather:pg=1053,0,471859200,same_rank_dp_ag1,54200,1.0,1785477765067646127,1785477765067646127,13644486,1785477765081290613,3683,1785477765081286930
edp_ag1,2,101187,13,13644486,1785477765103150402,1,expert_dp_param_allgather,2,1785477765089404729,0,1785477765089404729,1785477765089505916,55,1785477765103150402,expert_dp_param_allgather:pg=1053,0,471859200,same_rank_dp_ag1,9440,1.0,1785477765067544940,1785477765067646127,13644486,1785477765081290613,0,1785477765081290613
edp_ag1,2,35119,6,13139929,1785477765102589341,1,expert_dp_param_allgather,2,1785477765089414293,4872,1785477765089414293,1785477765089449412,55,1785477765102584469,expert_dp_param_allgather:pg=1055,0,471859200,same_rank_dp_ag1,4480,1.0,1785477765067554504,1785477765067589623,13139929,1785477765080729552,4872,1785477765080724680
edp_ag1,2,0,14,13139929,1785477765102589341,1,expert_dp_param_allgather,2,1785477765089414293,0,1785477765089449412,1785477765089449412,55,1785477765102589341,expert_dp_param_allgather:pg=1055,0,471859200,same_rank_dp_ag1,9080,1.0,1785477765067589623,1785477765067589623,13139929,1785477765080729552,0,1785477765080729552
edp_ag1,2,0,7,14650765,1785477765104106348,1,expert_dp_param_allgather,2,1785477765089452690,0,1785477765089455583,1785477765089455583,55,1785477765104106348,expert_dp_param_allgather:pg=1057,0,471859200,same_rank_dp_ag1,13600,1.0,1785477765067595794,1785477765067595794,14650765,1785477765082246559,0,1785477765082246559
edp_ag1,2,2893,15,14650765,1785477765104106348,1,expert_dp_param_allgather,2,1785477765089452690,41812,1785477765089452690,1785477765089455583,55,1785477765104064536,expert_dp_param_allgather:pg=1057,0,471859200,same_rank_dp_ag1,9720,1.0,1785477765067592901,1785477765067595794,14650765,1785477765082246559,41812,1785477765082204747
edp_rs,2,0,0,47989885,1785477764987992838,0,expert_dp_grad_reduce_scatter,2,1785477764939933722,0,1785477764940002953,1785477764940002953,55,1785477764987992838,expert_dp_grad_reduce_scatter:pg=1043,0,1887436800,same_rank_dp_rs,4828732,1.0,1785477764918143164,1785477764918143164,47989885,1785477764966133049,0,1785477764966133049
edp_rs,2,69231,8,47989885,1785477764987992838,0,expert_dp_grad_reduce_scatter,2,1785477764939933722,41991,1785477764939933722,1785477764940002953,55,1785477764987950847,expert_dp_grad_reduce_scatter:pg=1043,0,1887436800,same_rank_dp_rs,4752649,1.0,1785477764918073933,1785477764918143164,47989885,1785477764966133049,41991,1785477764966091058
edp_rs,2,60557,1,55880993,1785477764995972646,0,expert_dp_grad_reduce_scatter,2,1785477764940031096,28032,1785477764940031096,1785477764940091653,55,1785477764995944614,expert_dp_grad_reduce_scatter:pg=1045,0,1887436800,same_rank_dp_rs,4877291,1.0,1785477764918171307,1785477764918231864,55880993,1785477764974112857,28032,1785477764974084825
edp_rs,2,0,9,55880993,1785477764995972646,0,expert_dp_grad_reduce_scatter,2,1785477764940031096,0,1785477764940091653,1785477764940091653,55,1785477764995972646,expert_dp_grad_reduce_scatter:pg=1045,0,1887436800,same_rank_dp_rs,4901184,1.0,1785477764918231864,1785477764918231864,55880993,1785477764974112857,0,1785477764974112857
edp_rs,2,17466,2,54121674,1785477764994172347,0,expert_dp_grad_reduce_scatter,2,1785477764940033207,0,1785477764940033207,1785477764940050673,55,1785477764994172347,expert_dp_grad_reduce_scatter:pg=1047,0,1887436800,same_rank_dp_rs,4880537,1.0,1785477764918173418,1785477764918190884,54121674,1785477764972312558,0,1785477764972312558
edp_rs,2,0,10,54121674,1785477764994172347,0,expert_dp_grad_reduce_scatter,2,1785477764940033207,66204,1785477764940050673,1785477764940050673,55,1785477764994106143,expert_dp_grad_reduce_scatter:pg=1047,0,1887436800,same_rank_dp_rs,4873894,1.0,1785477764918190884,1785477764918190884,54121674,1785477764972312558,66204,1785477764972246354
